net1,sta1,lat1,lon1,net2,sta2,lat2,lon2,4hrWnd,distance_km
IU,KMBO,-1.127,37.252,XI,KAKA,0.559,34.796,1298,330.902
1C,AKWI,1.037,36.31,XJ,KEN1,-1.941,36.693,1386,332.039
1C,NAUD,1.027,36.22,XJ,KEN1,-1.941,36.693,1683,332.381
II,SUR,-32.38,20.812,XA,SA10,-30.972,23.914,2541,332.985
IU,FURI,8.895,38.68,ZE,CHIE,11.598,40.019,8294,333.021
ZF,ADTE,11.122,40.757,IU,FURI,8.895,38.68,6369,335.443
1C,NATN,1.041,36.123,XJ,KEN1,-1.941,36.693,1771,335.781
IU,FURI,8.895,38.68,XI,ARBA,6.067,37.556,4939,336.462
ZF,YAYE,11.861,37.996,IU,FURI,8.895,38.68,2343,336.511
YY,HDBU,9.376,35.651,IU,FURI,8.895,38.68,2035,337.159
ZK,AD01,11.315,40.571,IU,FURI,8.895,38.68,3938,338.525
ZF,WLDE,11.824,39.587,IU,FURI,8.895,38.68,1738,338.86
IU,FURI,8.895,38.68,XI,DIYA,11.834,39.596,2464,340.207
IU,KMBO,-1.127,37.252,ZS,AICH,-3.686,35.538,1441,341.181
IU,KMBO,-1.127,37.252,XI,TALE,0.979,34.976,1199,344.113
XB,PM07,35.228,-4.986,PM,PVAQ,37.404,-7.717,11759,344.133
1C,SIL,1.149,36.238,XJ,KEN1,-1.941,36.693,770,345.408
II,SUR,-32.38,20.812,XA,SA13,-29.979,23.14,7271,346.547
ZF,LALE,12.026,39.038,IU,FURI,8.895,38.68,5907,348.534
ZK,AD02,11.349,40.688,IU,FURI,8.895,38.68,5324,349.429
YY,WADE,5.785,39.312,IU,FURI,8.895,38.68,7249,350.949
1C,KAPD,1.185,36.105,XJ,KEN1,-1.941,36.693,1298,351.797
XB,PM09,35.027,-5.114,PM,PVAQ,37.404,-7.717,6094,352.601
II,SUR,-32.38,20.812,AF,PKA,-29.67,22.757,13486,353.196
IU,KMBO,-1.127,37.252,ZS,MARN,-3.627,35.273,737,353.358
XK,Z02PP,-12.696,30.136,IU,LSZ,-15.278,28.188,7403,354.814
XK,Z03CK,-12.939,30.442,IU,LSZ,-15.278,28.188,7425,355.249
YY,GORE,8.15,35.533,IU,FURI,8.895,38.68,7359,356.139
XK,Z04NN,-13.075,30.628,IU,LSZ,-15.278,28.188,7326,358.858
6A,WP05,-20.544,14.462,IU,TSUM,-19.202,17.584,671,359.124
6A,WP04,-21.23,14.901,IU,TSUM,-19.202,17.584,682,359.177
XJ,LN16,-2.621,36.465,AF,GETA,-2.866,33.241,1958,359.507
ZK,AD03,11.422,40.766,IU,FURI,8.895,38.68,5313,361.071
IU,FURI,8.895,38.68,ZE,MILE,11.424,40.765,6864,361.172
6A,WP03,-21.022,14.682,IU,TSUM,-19.202,17.584,693,364.249
ZP,KAMZ,-14.795,24.804,IU,LSZ,-15.278,28.188,1837,367.788
XB,PM08,35.145,-4.708,PM,PVAQ,37.404,-7.717,9790,368.643
XK,Z05CS,-13.167,30.878,IU,LSZ,-15.278,28.188,7414,372.601
II,MBAR,-0.602,30.738,AF,GETA,-2.866,33.241,4400,374.469
ZF,KOBE,12.151,39.63,IU,FURI,8.895,38.68,4004,374.859
XK,Z06LW,-13.322,31.029,IU,LSZ,-15.278,28.188,3542,375.206
AF,WIN,-22.567,17.1,IU,TSUM,-19.202,17.584,13420,375.945
ZK,AD04,11.537,40.841,IU,FURI,8.895,38.68,1639,376.096
XB,PM10,34.738,-5.137,PM,PVAQ,37.404,-7.717,9196,376.161
1C,NAK,0.77,36.165,XJ,LN16,-2.621,36.465,2233,376.443
IU,KMBO,-1.127,37.252,ZS,GIDA,-3.737,35.064,1540,377.493
ZF,HYNE,9.315,42.096,IU,FURI,8.895,38.68,3773,378.368
IU,KMBO,-1.127,37.252,ZS,MONG,-3.911,35.254,1606,379.649
XC,BRAN,-21.359,14.749,IU,TSUM,-19.202,17.584,4719,380.407
YY,JAWI,11.571,36.491,IU,FURI,8.895,38.68,6248,380.941
1C,NAK,0.77,36.165,XJ,LL66,-2.612,35.484,2167,381.567
IU,FURI,8.895,38.68,ZE,AWEE,12.067,40.072,5852,382.515
YY,DEBR,10.635,35.662,IU,FURI,8.895,38.68,4719,382.98
XK,Z01TG,-12.296,29.995,IU,LSZ,-15.278,28.188,7392,383.428
IU,FURI,8.895,38.68,ZE,HARE,11.607,40.884,6259,385.063
ZK,AD05,11.608,40.906,IU,FURI,8.895,38.68,5302,386.664
MN,RTC,33.988,-6.857,PM,PVAQ,37.404,-7.717,40205,386.921
YY,GUBL,11.179,36.005,IU,FURI,8.895,38.68,2024,387.047
YY,SHAW,11.93,36.87,IU,FURI,8.895,38.68,6864,389.829
1C,KTG,0.902,36.257,XJ,LN16,-2.621,36.465,1089,390.242
1C,MOND,0.896,36.086,XJ,LN16,-2.621,36.465,2277,391.172
ZP,KISH,-12.022,29.612,IU,LSZ,-15.278,28.188,4037,391.787
XB,PM14,34.552,-5.127,PM,PVAQ,37.404,-7.717,10197,393.287
XB,PM13,34.672,-4.935,PM,PVAQ,37.404,-7.717,10219,393.342
1C,MOND,0.896,36.086,XJ,LL66,-2.612,35.484,2189,393.64
IU,FURI,8.895,38.68,ZE,FINE,12.068,40.316,9955,394.014
IU,FURI,8.895,38.68,2H,FINE,12.068,40.316,4268,394.014
ZK,AD06,11.675,40.94,IU,FURI,8.895,38.68,5302,394.752
ZP,GABZ,-12.171,26.367,IU,LSZ,-15.278,28.188,3938,396.164
XJ,LL66,-2.612,35.484,AF,DODT,-6.186,35.748,5676,396.302
IU,FURI,8.895,38.68,ZE,DAME,11.687,40.962,3993,397.295
IU,FURI,8.895,38.68,2H,DAME,11.687,40.962,660,397.295
XJ,KEN1,-1.941,36.693,AF,GETA,-2.866,33.241,2442,397.326
1C,KTG,0.902,36.257,XJ,LL66,-2.612,35.484,902,397.969
XB,PM12,34.85,-4.608,PM,PVAQ,37.404,-7.717,10219,398.245
XB,PM17,34.391,-5.295,PM,PVAQ,37.404,-7.717,9185,399.433
6A,WP02,-21.305,14.475,IU,TSUM,-19.202,17.584,693,399.619
XJ,LN16,-2.621,36.465,AF,DODT,-6.186,35.748,5995,402.172
ZK,AD07,11.727,40.99,IU,FURI,8.895,38.68,3696,402.654
II,SUR,-32.38,20.812,XA,SA16,-28.95,22.195,3399,402.686
II,MBAR,-0.602,30.738,ZP,ROTI,1.626,33.6,2904,402.711
AF,HARE,-17.704,31.009,IU,LSZ,-15.278,28.188,2442,403.456
YY,MEND,9.787,35.112,IU,FURI,8.895,38.68,3883,404.176
1C,NAUD,1.027,36.22,XJ,LN16,-2.621,36.465,2959,404.298
1C,AKWI,1.037,36.31,XJ,LN16,-2.621,36.465,2354,404.851
YY,NGLE,5.332,39.574,IU,FURI,8.895,38.68,7227,406.222
1C,NATN,1.041,36.123,XJ,LN16,-2.621,36.465,3080,406.71
IU,FURI,8.895,38.68,2H,LULE,11.989,40.704,5225,407.697
II,MBAR,-0.602,30.738,ZP,MKRE,-4.282,30.424,2035,408.417
YZ,SEME,11.792,41.003,IU,FURI,8.895,38.68,2827,409.139
IU,FURI,8.895,38.68,XI,TEND,11.792,41.004,6996,409.207
IU,FURI,8.895,38.68,ZE,SEME,11.793,41.004,10285,409.294
IU,FURI,8.895,38.68,2H,SEME,11.793,41.004,5159,409.294
ZK,AD08,11.776,41.029,IU,FURI,8.895,38.68,5302,409.541
1C,NATN,1.041,36.123,XJ,LL66,-2.612,35.484,2695,410.142
AF,LBB,-11.631,27.485,IU,LSZ,-15.278,28.188,7832,410.6
1C,NAUD,1.027,36.22,XJ,LL66,-2.612,35.484,2585,410.634
XB,PM11,34.931,-4.312,PM,PVAQ,37.404,-7.717,11748,411.227
1C,AKWI,1.037,36.31,XJ,LL66,-2.612,35.484,2288,413.827
II,SUR,-32.38,20.812,XA,SA14,-29.868,24.023,4378,413.919
ZF,SEKE,12.622,39.033,IU,FURI,8.895,38.68,7931,414.059
ZK,AD09,11.817,41.05,IU,FURI,8.895,38.68,5302,414.505
II,MBAR,-0.602,30.738,ZP,HAMA,-3.832,32.642,737,415.222
ZP,MUFZ,-13.144,25.021,IU,LSZ,-15.278,28.188,3971,415.423
XK,Z06GL,-13.35,31.515,IU,LSZ,-15.278,28.188,3586,417.52
1C,SIL,1.149,36.238,XJ,LN16,-2.621,36.465,1562,417.632
IU,FURI,8.895,38.68,ZE,DIGE,12.328,40.273,8316,417.82
IU,FURI,8.895,38.68,2H,IGRE,12.253,40.461,8624,419.457
1C,NASO,1.172,36.359,XJ,LN16,-2.621,36.465,1199,419.576
ZP,MALE,1.07,34.167,IU,KMBO,-1.127,37.252,3410,420.642
IU,FURI,8.895,38.68,2H,ASYE,11.561,41.442,5225,422.506
ZF,ASYE,11.561,41.442,IU,FURI,8.895,38.68,2277,422.506
1C,KAPD,1.185,36.105,XJ,LN16,-2.621,36.465,2277,422.751
II,MBAR,-0.602,30.738,ZP,MALE,1.07,34.167,2431,424.116
1C,SIL,1.149,36.238,XJ,LL66,-2.612,35.484,1562,424.253
XB,PM15,34.469,-4.7,PM,PVAQ,37.404,-7.717,10219,424.409
1C,KAPD,1.185,36.105,XJ,LL66,-2.612,35.484,2167,425.503
ZK,AD11,11.742,41.296,IU,FURI,8.895,38.68,3707,425.733
IU,KMBO,-1.127,37.252,XW,AMDT,1.949,34.936,2255,426.775
BX,KSANE,-17.8,25.162,IU,LSZ,-15.278,28.188,8030,426.852
NR,NE206,-17.8,25.162,IU,LSZ,-15.278,28.188,7513,426.852
ZK,AD10,11.9,41.137,IU,FURI,8.895,38.68,5291,427.609
IU,FURI,8.895,38.68,ZE,SEHE,12.04,40.977,7755,429.227
IU,FURI,8.895,38.68,2H,SAHE,12.04,40.977,7425,429.227
1C,NASO,1.172,36.359,XJ,LL66,-2.612,35.484,891,429.598
XB,PM19,34.143,-5.131,PM,PVAQ,37.404,-7.717,10010,430.757
YY,MUKA,12.064,36.374,IU,FURI,8.895,38.68,4488,431.951
IU,FURI,8.895,38.68,2H,TRUE,12.481,40.315,7150,435.109
YZ,TERE,12.483,40.314,IU,FURI,8.895,38.68,2200,435.266
IU,FURI,8.895,38.68,ZE,TRUE,12.484,40.316,6050,435.457
YY,SERE,12.513,37.028,IU,FURI,8.895,38.68,7557,439.097
ZF,MAYE,12.783,39.534,IU,FURI,8.895,38.68,7964,440.084
IU,FURI,8.895,38.68,2H,MAYE,12.783,39.534,4367,440.084
XB,PM16,35.13,-3.695,PM,PVAQ,37.404,-7.717,8910,440.711
XB,PM01,35.702,-5.654,IU,PAB,39.545,-4.35,10461,441.778
IU,FURI,8.895,38.68,7C,ASE,11.004,42.104,4070,442.006
ZF,SRDE,11.958,41.31,IU,FURI,8.895,38.68,6589,444.623
ZK,AD13,11.958,41.31,IU,FURI,8.895,38.68,5313,444.623
II,MBAR,-0.602,30.738,ZP,SULU,-4.573,30.087,2970,445.027
XJ,LL66,-2.612,35.484,AF,TEBE,0.054,32.483,5577,445.455
XB,PM02,35.61,-5.347,IU,PAB,39.545,-4.35,9515,445.522
XB,PM18,34.15,-4.82,PM,PVAQ,37.404,-7.717,8393,445.998
II,SUR,-32.38,20.812,XA,SA17,-28.932,23.226,6600,446.787
II,SUR,-32.38,20.812,AF,UPI,-28.362,21.253,17061,447.442
II,SUR,-32.38,20.812,AF,SOE,-32.712,25.562,5467,447.641
YY,GIDA,8.98,34.61,IU,FURI,8.895,38.68,7513,447.702
IU,FURI,8.895,38.68,ZE,BARE,12.644,40.356,4235,453.382
ZK,AD14,11.939,41.455,IU,FURI,8.895,38.68,5324,453.507
XB,PM36,34.889,-3.736,PM,PVAQ,37.404,-7.717,7612,454.059
IU,FURI,8.895,38.68,ZE,BREE,12.17,41.188,6237,454.493
IU,FURI,8.895,38.68,ZE,BERE,12.171,41.189,1716,454.647
XK,Z07FW,-13.121,31.775,IU,LSZ,-15.278,28.188,7348,454.797
YY,GUBA,11.271,35.289,IU,FURI,8.895,38.68,6853,455.191
ZP,KISZ,-12.112,25.495,IU,LSZ,-15.278,28.188,2816,455.556
IU,FURI,8.895,38.68,7C,AIR,11.147,42.162,1804,455.795
ZF,BOBE,10.38,42.572,IU,FURI,8.895,38.68,2266,457.655
XB,PM20,33.906,-5.033,PM,PVAQ,37.404,-7.717,6721,457.88
ZF,DICE,11.914,41.574,IU,FURI,8.895,38.68,7854,460.335
YZ,BOSE,12.642,40.524,IU,FURI,8.895,38.68,1155,460.916
XK,Z08MF,-13.255,31.931,IU,LSZ,-15.278,28.188,7414,461.748
XB,PM21,33.72,-5.32,PM,PVAQ,37.404,-7.717,14047,462.873
ZP,MANS,-11.14,28.875,IU,LSZ,-15.278,28.188,4070,463.812
YY,SILA,12.744,36.989,IU,FURI,8.895,38.68,7458,464.161
XB,PM03,35.51,-5.771,IU,PAB,39.545,-4.35,10439,465.097
XB,PM04,35.403,-5.152,IU,PAB,39.545,-4.35,12045,465.142
YY,SHER,10.594,34.786,IU,FURI,8.895,38.68,7469,466.747
ZK,AD16,11.82,41.753,IU,FURI,8.895,38.68,5324,466.81
ZK,AD17,11.742,41.837,IU,FURI,8.895,38.68,5324,467.663
ZK,AD15,11.88,41.707,IU,FURI,8.895,38.68,5335,467.828
II,MBAR,-0.602,30.738,XI,KAKA,0.559,34.796,1793,469.614
YY,ABMD,11.832,35.583,IU,FURI,8.895,38.68,6787,469.62
IU,FURI,8.895,38.68,7C,GOR,11.288,42.223,3608,469.94
IU,FURI,8.895,38.68,2H,KOZE,12.495,40.985,8668,471.308
XC,CAPN,-21.759,13.968,IU,TSUM,-19.202,17.584,6347,471.604
YY,GOND,13.0,37.448,IU,FURI,8.895,38.68,7183,473.613
IU,KMBO,-1.127,37.252,XW,KUMI,1.477,33.865,2794,474.384
IU,FURI,8.895,38.68,ZE,SILE,12.407,41.188,8844,475.589
YZ,SILE,12.407,41.188,IU,FURI,8.895,38.68,2156,475.589
ZK,AD18,11.908,41.791,IU,FURI,8.895,38.68,5335,476.538
YY,DAQU,13.145,37.898,IU,FURI,8.895,38.68,1694,477.815
IU,FURI,8.895,38.68,7C,ATA2,11.454,42.203,1419,478.669
ZF,SMRE,13.198,39.211,IU,FURI,8.895,38.68,4983,479.5
XJ,KEN1,-1.941,36.693,AF,DODT,-6.186,35.748,4609,480.994
XB,PM07,35.228,-4.986,IU,PAB,39.545,-4.35,12034,482.417
XB,PM06,35.309,-5.639,IU,PAB,39.545,-4.35,10439,483.764
XC,LEON,-23.435,18.743,IU,TSUM,-19.202,17.584,5500,483.853
ZP,JNJA,0.446,33.182,IU,KMBO,-1.127,37.252,3630,485.289
AF,GETA,-2.866,33.241,IU,KMBO,-1.127,37.252,5456,485.885
II,SUR,-32.38,20.812,AF,HVD,-30.605,25.497,15510,486.624
XK,Z09CG,-13.306,32.221,IU,LSZ,-15.278,28.188,7414,486.754
II,SUR,-32.38,20.812,XA,SA15,-29.904,25.032,3949,487.071
YY,MELA,12.396,35.96,IU,FURI,8.895,38.68,6908,488.373
GE,MELI,35.29,-2.939,IU,PAB,39.545,-4.35,25135,488.462
II,MBAR,-0.602,30.738,ZP,KGMA,-4.878,29.633,6116,488.525
XB,PM05,35.213,-5.337,IU,PAB,39.545,-4.35,12034,488.659
XB,PM08,35.145,-4.708,IU,PAB,39.545,-4.35,10054,489.359
XB,PM37,34.951,-3.151,PM,PVAQ,37.404,-7.717,7898,492.662
XK,Z10KW,-13.499,32.383,IU,LSZ,-15.278,28.188,5753,493.368
XB,PM16,35.13,-3.695,IU,PAB,39.545,-4.35,9174,493.416
IU,FURI,8.895,38.68,7C,DAO,11.76,42.14,2189,493.969
YY,MGNA,12.786,36.404,IU,FURI,8.895,38.68,2134,497.145
ZF,LYDE,12.055,41.926,IU,FURI,8.895,38.68,7029,498.415
ZK,AD19,12.055,41.926,IU,FURI,8.895,38.68,4301,498.415
IU,FURI,8.895,38.68,2H,HITE,13.101,40.317,5676,498.444
II,MBAR,-0.602,30.738,ZP,UVZA,-5.105,30.393,3696,499.405
IU,KMBO,-1.127,37.252,XW,NAPK,2.369,34.377,2838,501.817
NR,NE215,-18.784,25.196,IU,LSZ,-15.278,28.188,792,501.98
IU,FURI,8.895,38.68,7C,KKO,11.519,42.422,2772,502.306
II,SUR,-32.38,20.812,XA,SA22,-27.966,22.009,3399,502.703
YY,ASOS,10.901,34.564,IU,FURI,8.895,38.68,3542,502.972
II,MBAR,-0.602,30.738,XI,TALE,0.979,34.976,1606,503.104
IU,FURI,8.895,38.68,ZE,RODE,12.842,40.983,5665,503.974
IU,FURI,8.895,38.68,2H,BIME,12.842,40.984,2123,504.029
XB,PM09,35.027,-5.114,IU,PAB,39.545,-4.35,6347,505.972
YZ,ABAE,13.353,39.763,IU,FURI,8.895,38.68,3190,507.112
IU,FURI,8.895,38.68,2H,ABAE,13.354,39.764,11220,507.245
ZF,ABAE,13.354,39.764,IU,FURI,8.895,38.68,7051,507.245
ZP,ROTI,1.626,33.6,IU,KMBO,-1.127,37.252,3971,507.844
XK,Z11CP,-13.564,32.589,IU,LSZ,-15.278,28.188,7425,511.041
XB,PM11,34.931,-4.312,IU,PAB,39.545,-4.35,12023,512.083
XB,PM22B,33.308,-5.102,PM,PVAQ,37.404,-7.717,8272,512.78
IU,FURI,8.895,38.68,7C,ODK2,11.597,42.486,2959,512.98
IU,FURI,8.895,38.68,7C,LDL2,11.584,42.499,3333,513.31
XB,PM22,33.295,-5.107,PM,PVAQ,37.404,-7.717,5478,513.857
IU,FURI,8.895,38.68,7C,FIEA,11.589,42.507,3322,514.342
IU,FURI,8.895,38.68,7C,FIK2,11.592,42.511,4422,514.89
IU,FURI,8.895,38.68,7C,BLS,11.591,42.518,1309,515.452
IU,FURI,8.895,38.68,7C,MOY2,11.63,42.492,4048,515.629
IU,FURI,8.895,38.68,7C,DAF2,11.608,42.529,704,517.514
XJ,KEN1,-1.941,36.693,AF,TEBE,0.054,32.483,4543,517.899
XB,PM36,34.889,-3.736,IU,PAB,39.545,-4.35,7876,519.593
IU,FURI,8.895,38.68,7C,DLM,11.615,42.549,3234,519.744
XB,PM38,34.838,-2.874,PM,PVAQ,37.404,-7.717,6545,520.614
ZP,MPIK,-11.821,31.452,IU,LSZ,-15.278,28.188,3410,520.63
XB,PM37,34.951,-3.151,IU,PAB,39.545,-4.35,8162,520.817
XB,PM12,34.85,-4.608,IU,PAB,39.545,-4.35,10494,521.561
IU,FURI,8.895,38.68,7C,NRAE,11.642,42.578,4389,524.048
ZF,ADYE,13.635,38.981,IU,FURI,8.895,38.68,7964,525.354
II,SUR,-32.38,20.812,AF,GRHM,-33.277,26.377,2409,530.411
IU,FURI,8.895,38.68,ZE,AFME,13.204,40.858,9779,532.726
IU,FURI,8.895,38.68,2H,AFME,13.204,40.858,9075,532.726
XJ,LN16,-2.621,36.465,AF,TEBE,0.054,32.483,5863,532.775
YZ,AFDE,13.207,40.857,IU,FURI,8.895,38.68,1232,532.973
XB,PM23,33.128,-5.03,PM,PVAQ,37.404,-7.717,14157,533.632
II,SUR,-32.38,20.812,XA,SA18,-28.633,24.306,5852,533.812
IU,FURI,8.895,38.68,7C,DAY,11.753,42.638,836,536.493
XB,PM39,34.889,-2.61,PM,PVAQ,37.404,-7.717,7876,537.575
XB,PM10,34.738,-5.137,IU,PAB,39.545,-4.35,9471,538.039
XB,PM38,34.838,-2.874,IU,PAB,39.545,-4.35,6798,538.552
XA,SA78,-19.467,30.772,IU,LSZ,-15.278,28.188,2464,538.797
XB,PM39,34.889,-2.61,IU,PAB,39.545,-4.35,8140,539.283
IU,FURI,8.895,38.68,2H,GULE,13.694,39.588,4070,540.024
AF,BLWY,-20.143,28.611,IU,LSZ,-15.278,28.188,12441,540.312
XA,SA72,-20.143,28.611,IU,LSZ,-15.278,28.188,2002,540.312
IU,FURI,8.895,38.68,2H,ERTE,13.446,40.497,7909,541.101
ZF,ERTE,13.446,40.497,IU,FURI,8.895,38.68,1826,541.101
IU,FURI,8.895,38.68,7C,ARTA,11.526,42.847,1298,541.389
G,ATD,11.53,42.847,IU,FURI,8.895,38.68,61897,541.624
II,SUR,-32.38,20.812,AF,GRM,-33.313,26.508,11913,543.099
XB,PM13,34.672,-4.935,IU,PAB,39.545,-4.35,10494,543.295
II,SUR,-32.38,20.812,XA,SA19,-28.906,24.833,4345,544.786
IU,FURI,8.895,38.68,2H,GPSE,13.488,40.528,3366,546.662
AF,TEBE,0.054,32.483,IU,KMBO,-1.127,37.252,19052,546.677
XK,W01PD,-13.707,33.006,IU,LSZ,-15.278,28.188,7458,547.667
XB,PM40,34.908,-2.21,IU,PAB,39.545,-4.35,8140,548.499
YY,CASA,13.566,36.966,IU,FURI,8.895,38.68,1342,549.529
XB,PM24,32.995,-4.898,PM,PVAQ,37.404,-7.717,14135,552.348
II,SUR,-32.38,20.812,XA,SA23,-27.93,23.405,5841,552.888
XB,PM14,34.552,-5.127,IU,PAB,39.545,-4.35,10472,558.404
II,MBAR,-0.602,30.738,XJ,LL21,-2.063,35.551,5324,559.455
II,MBAR,-0.602,30.738,XI,KR42,0.038,35.726,1639,559.744
II,MBAR,-0.602,30.738,XJ,LL65,-2.418,35.434,7315,559.808
II,SUR,-32.38,20.812,YB,BB32,-28.815,24.978,1551,561.877
XB,PM15,34.469,-4.7,IU,PAB,39.545,-4.35,10494,564.183
XB,PM25,32.876,-4.888,PM,PVAQ,37.404,-7.717,10648,564.566
II,MBAR,-0.602,30.738,XJ,PR61,-2.959,35.248,7392,565.424
II,MBAR,-0.602,30.738,XJ,NG54,-2.732,35.36,7359,565.64
IU,FURI,8.895,38.68,2H,GALE,13.725,40.394,6534,566.082
IU,FURI,8.895,38.68,2H,HALE,13.842,40.008,6380,566.087
ZF,HALE,13.842,40.008,IU,FURI,8.895,38.68,2123,566.087
XB,PM40,34.908,-2.21,PM,PVAQ,37.404,-7.717,7876,567.549
ZP,PIGI,0.231,32.319,IU,KMBO,-1.127,37.252,4389,569.271
ZP,CHAM,-10.95,31.069,IU,LSZ,-15.278,28.188,1727,571.667
II,MBAR,-0.602,30.738,XJ,LL66,-2.612,35.484,6523,572.953
II,MBAR,-0.602,30.738,XI,NARO,-1.073,35.865,1386,573.044
IU,KMBO,-1.127,37.252,XW,KOTD,3.0,34.11,3795,574.892
XB,PM17,34.391,-5.295,IU,PAB,39.545,-4.35,9460,578.123
II,MBAR,-0.602,30.738,XJ,PR62,-2.983,35.374,7381,579.098
XA,SA79,-20.021,30.517,IU,LSZ,-15.278,28.188,814,580.166
ZP,MWEN,-10.058,28.702,IU,LSZ,-15.278,28.188,1606,580.171
II,MBAR,-0.602,30.738,XJ,LL22,-2.52,35.599,5599,580.992
II,MBAR,-0.602,30.738,1C,MNP,-0.218,35.947,4851,581.4
II,MBAR,-0.602,30.738,XJ,LL23,-2.297,35.69,7370,582.06
AF,DODT,-6.186,35.748,IU,KMBO,-1.127,37.252,21362,583.825
XV,TETE,-16.13,33.57,IU,LSZ,-15.278,28.188,4928,584.531
AF,TETE,-16.147,33.577,IU,LSZ,-15.278,28.188,2046,585.553
II,MBAR,-0.602,30.738,XJ,PR64,-2.801,35.533,2926,586.309
XB,PM31A,32.719,-4.739,PM,PVAQ,37.404,-7.717,10582,586.38
II,MBAR,-0.602,30.738,1C,DIGR,-0.096,35.985,1606,586.754
IU,FURI,8.895,38.68,7C,MCH,11.73,43.212,1342,587.103
ZP,LWNG,-10.25,29.921,IU,LSZ,-15.278,28.188,3674,587.19
IU,KMBO,-1.127,37.252,XW,LIRA,2.11,33.064,3850,587.698
II,MBAR,-0.602,30.738,XJ,NG56,-3.096,35.409,7403,588.305
II,MBAR,-0.602,30.738,1C,TOR1,-0.178,36.007,2442,588.398
XB,PM31,32.706,-4.72,PM,PVAQ,37.404,-7.717,1672,588.47
II,MBAR,-0.602,30.738,1C,KIMU,-0.266,36.025,1298,589.7
IU,KMBO,-1.127,37.252,XW,LANG,2.74,33.564,770,592.695
ZP,GEIT,-2.881,32.217,IU,KMBO,-1.127,37.252,2365,592.759
II,MBAR,-0.602,30.738,XJ,PR63,-2.993,35.507,7403,592.807
II,MBAR,-0.602,30.738,1C,RGO,-0.156,36.049,4290,593.257
II,MBAR,-0.602,30.738,XJ,LL24,-2.266,35.807,7370,593.333
ZP,HAMA,-3.832,32.642,IU,KMBO,-1.127,37.252,1122,593.536
ZP,SHWG,-11.192,31.74,IU,LSZ,-15.278,28.188,2530,593.695
II,MBAR,-0.602,30.738,1C,NDG,-0.106,36.059,4400,594.852
II,MBAR,-0.602,30.738,XI,BARI,0.466,35.981,1144,595.467
II,MBAR,-0.602,30.738,1C,MCN1,-0.194,36.083,3212,596.695
II,SUR,-32.38,20.812,GT,BOSA,-28.614,25.256,70400,596.797
II,MBAR,-0.602,30.738,1C,VWP,-0.259,36.093,3344,597.304
II,SUR,-32.38,20.812,XA,SA24,-27.883,24.236,6666,597.705
XB,PM18,34.15,-4.82,IU,PAB,39.545,-4.35,8657,600.173
IU,FURI,8.895,38.68,2H,AHME,14.089,40.278,4752,600.406
XB,PM19,34.143,-5.131,IU,PAB,39.545,-4.35,10285,603.512
II,MBAR,-0.602,30.738,1C,SLS,-0.01,36.128,5258,603.561
XK,W02NB,-13.724,33.56,IU,LSZ,-15.278,28.188,7447,604.033
II,MBAR,-0.602,30.738,1C,BHT,-0.144,36.157,4796,605.348
II,MBAR,-0.602,30.738,XJ,KEN4,-1.784,36.054,5324,605.901
II,MBAR,-0.602,30.738,1C,BLS,-0.114,36.16,4180,605.968
ZP,BKBA,-1.364,31.812,IU,KMBO,-1.127,37.252,4246,606.002
II,MBAR,-0.602,30.738,1C,LWHS,-0.222,36.177,5445,606.906
IU,FURI,8.895,38.68,7C,OBO2,11.985,43.291,1364,609.608
II,MBAR,-0.602,30.738,XJ,LN25,-2.501,35.886,7348,610.111
II,MBAR,-0.602,30.738,XJ,PR52,-2.959,35.702,7271,610.693
XB,PM26,32.525,-4.566,PM,PVAQ,37.404,-7.717,14135,612.914
IU,FURI,8.895,38.68,2H,DALE,14.229,40.218,6930,613.411
II,MBAR,-0.602,30.738,XJ,LN26,-2.61,35.878,7370,613.517
II,MBAR,-0.602,30.738,1C,GSSH,-0.159,36.24,3487,614.421
II,MBAR,-0.602,30.738,1C,ANR,-0.182,36.245,2783,614.777
II,MBAR,-0.602,30.738,1C,MOND,0.896,36.086,3091,617.932
II,MBAR,-0.602,30.738,XJ,NG55,-3.142,35.687,6611,618.082
XA,SA76,-20.636,29.846,IU,LSZ,-15.278,28.188,2387,618.464
IU,KMBO,-1.127,37.252,XW,KABG,3.51,34.143,3806,618.517
II,MBAR,-0.602,30.738,XJ,PR53,-2.854,35.835,7084,619.366
ZP,SAKA,-0.315,31.737,IU,KMBO,-1.127,37.252,2992,620.405
NR,NE218,-20.563,26.218,IU,LSZ,-15.278,28.188,12034,621.036
II,MBAR,-0.602,30.738,XJ,KEN3,-2.093,36.119,5060,621.11
NR,NE205,-18.621,23.5,IU,LSZ,-15.278,28.188,4807,621.38
IU,KMBO,-1.127,37.252,YH,CHAL,-6.64,38.367,3938,622.07
II,MBAR,-0.602,30.738,1C,NAK,0.77,36.165,3091,622.873
XA,SA75,-20.86,28.999,IU,LSZ,-15.278,28.188,836,623.757
ZP,MLBA,-1.838,31.67,IU,KMBO,-1.127,37.252,4026,626.13
II,MBAR,-0.602,30.738,XJ,MW44,-3.344,35.664,7238,626.272
II,MBAR,-0.602,30.738,1C,NATN,1.041,36.123,4367,626.357
XB,PM27,32.35,-4.654,PM,PVAQ,37.404,-7.717,14014,626.621
II,MBAR,-0.602,30.738,XJ,LN35,-2.63,36.006,7370,627.599
XB,PM20,33.906,-5.033,IU,PAB,39.545,-4.35,6809,628.736
